block_id,route_id,direction_id,trip_headsign,shape_id,service_id,trip_bikes_allowed,trip_id,trip_short_name
b_1267450,10129,0,Canal Street via S. Carrollton Ave. and Xavier University,46637,2_merged_2495715,2,39-0-101,
b_1267449,10129,0,Canal Street via S. Carrollton Ave. and Xavier University,46637,2_merged_2495715,2,39-0-102,
b_1267450,10129,0,Canal Street via S. Carrollton Ave. and Xavier University,46637,2_merged_2495715,2,39-0-103,
b_1267449,10129,0,Canal Street via S. Carrollton Ave. and Xavier University,46637,2_merged_2495715,2,39-0-104,
b_1267450,10129,0,Canal Street via S. Carrollton Ave. and Xavier University,46637,2_merged_2495715,2,39-0-105,
b_1267449,10129,0,Canal Street via S. Carrollton Ave. and Xavier University,46637,2_merged_2495715,2,39-0-106,
b_1267450,10129,0,Canal Street via S. Carrollton Ave. and Xavier University,46637,2_merged_2495715,2,39-0-107,
a_1263576,9841,0,UPT (AMTRAK) via Napoleon Avenue,45495,3_merged_2495709,2,28-0-67,
a_1263577,9841,0,UPT (AMTRAK) via Napoleon Avenue,45495,3_merged_2495709,2,28-0-68,
a_1263576,9841,0,UPT (AMTRAK) via Napoleon Avenue,45495,3_merged_2495709,2,28-0-69,
a_1263577,9841,0,UPT (AMTRAK) via Napoleon Avenue,45495,3_merged_2495709,2,28-0-70,
a_1263576,9841,0,UPT (AMTRAK) via Napoleon Avenue,45495,3_merged_2495709,2,28-0-71,
a_1263577,9841,0,UPT (AMTRAK) via Napoleon Avenue,45495,3_merged_2495709,2,28-0-72,
a_1263576,9841,0,UPT (AMTRAK) via Napoleon Avenue,45495,3_merged_2495709,2,28-0-73,
a_1263577,9841,0,UPT (AMTRAK) via Napoleon Avenue,45495,3_merged_2495709,2,28-0-74,
a_1263770,9865,1,Bennett St. & Berkely Dr. via Wilty Terminal and MacArthur Blvd.,45587,1_merged_2495708,2,108-1-25,
a_1263576,9841,0,UPT (AMTRAK) via Napoleon Avenue,45495,3_merged_2495709,2,28-0-75,
a_1263577,9841,0,UPT (AMTRAK) via Napoleon Avenue,45495,3_merged_2495709,2,28-0-76,
b_1267606,10142,1,To Walmart at Bullard Avenue via Crowder Blvd. and Read Blvd.,46701,3_merged_2495714,2,65-1-41,
b_1267315,10119,1,Convention Center,46609,3_merged_2495714,1,2-1-104,
b_1267547,10137,1,Southern University of New Orleans via St. Claude Ave.,46679,1_merged_2495713,2,57-1-60,
b_1267317,10119,1,Convention Center,46609,3_merged_2495714,1,2-1-105,
a_1263738,9860,0,Washington Ave. via Dillard University & Chef Menteur Highway,45564,2_merged_2495710,2,94-0-76,
a_1263739,9860,0,Washington Ave. via Dillard University & Chef Menteur Highway,45564,2_merged_2495710,2,94-0-77,
a_1263739,9860,0,Washington Ave. via Dillard University & Chef Menteur Highway,45564,2_merged_2495710,2,94-0-78,
a_1263737,9860,0,Washington Ave. via Dillard University & Chef Menteur Highway,45564,2_merged_2495710,2,94-0-79,
a_1263737,9860,0,Washington Ave. via Dillard University & Chef Menteur Highway,45564,2_merged_2495710,2,94-0-80,
a_1263738,9860,0,Washington Ave. via Dillard University & Chef Menteur Highway,45564,2_merged_2495710,2,94-0-81,
a_1263736,9860,1,Michoud Blvd. via Dillard Univ. & Chef Menteur Hwy.,45571,1_merged_2495708,2,94-1-87,
a_1263734,9860,1,Michoud Blvd. via Dillard Univ. & Chef Menteur Hwy.,45571,1_merged_2495708,2,94-1-88,
a_1263734,9860,1,Michoud Blvd. via Dillard Univ. & Chef Menteur Hwy.,45571,1_merged_2495708,2,94-1-89,
a_1263735,9860,1,Michoud Blvd. via Dillard Univ. & Chef Menteur Hwy.,45571,1_merged_2495708,2,94-1-90,
a_1263495,9836,1,Audubon Zoo via World War II Museum,45481,4,2,11-1-89,
a_1263494,9836,1,Audubon Zoo via World War II Museum,45481,4,2,11-1-90,
a_1263495,9836,0,Canal Street via World War II Museum,45480,4,2,11-0-95,
a_1263495,9836,0,Canal Street via World War II Museum,45480,4,2,11-0-96,
a_1263496,9836,0,Canal Street via World War II Museum,45480,4,2,11-0-97,
a_1263495,9836,0,Canal Street via World War II Museum,45480,4,2,11-0-98,
a_1263494,9836,1,Audubon Zoo via World War II Museum,45481,4,2,11-1-91,
a_1263494,9836,1,Audubon Zoo via World War II Museum,45481,4,2,11-1-92,
a_1263495,9836,0,Canal Street via World War II Museum,45480,4,2,11-0-99,
a_1263494,9836,1,Audubon Zoo via World War II Museum,45481,4,2,11-1-93,
b_1267688,10148,1,Michoud Blvd. at Chef Menteur,46716,2_merged_2495715,2,94-1-91,
b_1267313,10119,1,Canal Street Station,46610,2_merged_2495715,1,2-1-106,
a_1263588,9843,0,Canal Street via S. Carrollton Ave. and Xavier University,45502,1_merged_2495708,2,39-0-108,
a_1263457,9832,1,Cemeteries,45469,3_merged_2495709,1,47-1-179,
b_1267328,10121,1,Audubon Park via Walmart,46614,2_merged_2495715,2,10-1-45,
b_1267328,10121,1,Audubon Park via Walmart,46614,2_merged_2495715,2,10-1-46,
a_1263463,9832,1,Cemeteries,45469,4,1,47-1-180,
a_1263467,9832,1,Cemeteries,45469,4,1,47-1-181,
b_1267328,10121,1,Audubon Park via Walmart,46614,2_merged_2495715,2,10-1-47,
a_1263461,9832,1,Cemeteries,45469,3_merged_2495709,1,47-1-182,
a_1263463,9832,1,Cemeteries,45469,4,1,47-1-183,
a_1263467,9832,1,Cemeteries,45469,4,1,47-1-184,
a_1263466,9832,1,Cemeteries,45469,4,1,47-1-185,
a_1263465,9832,1,Cemeteries,45469,4,1,47-1-186,
a_1263463,9832,1,Cemeteries,45469,4,1,47-1-187,
a_1263467,9832,1,Cemeteries,45469,4,1,47-1-188,
a_1263466,9832,1,Cemeteries,45469,4,1,47-1-189,
a_1263465,9832,1,Cemeteries,45469,4,1,47-1-190,
a_1263609,9845,0,Harrah's Casino and Riverfront Streetcar,45508,4,1,48-0-96,
a_1263464,9845,0,Harrah's Casino and Riverfront Streetcar,45508,4,1,48-0-97,
a_1263462,9845,0,Harrah's Casino and Riverfront Streetcar,45508,4,1,48-0-98,
a_1263610,9845,0,Harrah's Casino and Riverfront Streetcar,45508,4,1,48-0-99,
a_1263609,9845,0,Harrah's Casino and Riverfront Streetcar,45508,4,1,48-0-100,
a_1263464,9845,0,Harrah's Casino and Riverfront Streetcar,45508,4,1,48-0-101,
a_1263462,9845,0,Harrah's Casino and Riverfront Streetcar,45508,4,1,48-0-102,
a_1263610,9845,0,Harrah's Casino and Riverfront Streetcar,45508,4,1,48-0-103,
a_1263609,9845,0,Harrah's Casino and Riverfront Streetcar,45508,4,1,48-0-104,
a_1263464,9845,0,Harrah's Casino and Riverfront Streetcar,45508,4,1,48-0-105,
b_1267503,10132,1,City Park and Museum of Art,46653,3_merged_2495714,1,48-1-127,
b_1267502,10132,1,City Park and Museum of Art,46653,3_merged_2495714,1,48-1-128,
b_1267482,10132,1,City Park and Museum of Art,46653,3_merged_2495714,1,48-1-129,
b_1267480,10132,1,City Park and Museum of Art,46653,3_merged_2495714,1,48-1-130,
b_1267503,10132,1,City Park and Museum of Art,46653,3_merged_2495714,1,48-1-131,
b_1267502,10132,1,City Park and Museum of Art,46653,3_merged_2495714,1,48-1-132,
b_1267482,10132,1,City Park and Museum of Art,46653,3_merged_2495714,1,48-1-133,
b_1267480,10132,1,City Park and Museum of Art,46653,3_merged_2495714,1,48-1-134,
b_1267482,10132,1,City Park and Museum of Art,46653,3_merged_2495714,1,48-1-135,
b_1267502,10132,1,City Park and Museum of Art,46655,3_merged_2495714,1,48-1-136,
b_1267757,10155,0,Canal Street via Tullis Drive and Walmart,46744,3_merged_2495714,2,115-0-30,
b_1267758,10155,0,Canal Street via Tullis Drive and Walmart,46744,3_merged_2495714,2,115-0-31,
b_1267757,10155,0,Canal Street via Tullis Drive and Walmart,46744,3_merged_2495714,2,115-0-32,
b_1267758,10155,0,Canal Street via Tullis Drive and Walmart,46744,3_merged_2495714,2,115-0-33,
b_1267757,10155,0,Canal Street via Tullis Drive and Walmart,46744,3_merged_2495714,2,115-0-34,
b_1267758,10155,0,Canal Street via Tullis Drive and Walmart,46744,3_merged_2495714,2,115-0-35,
b_1267757,10155,0,Canal Street via Tullis Drive and Walmart,46744,3_merged_2495714,2,115-0-36,
b_1267758,10155,0,Canal Street via Tullis Drive and Walmart,46744,3_merged_2495714,2,115-0-37,
b_1267757,10155,0,Canal Street via Tullis Drive and Walmart,46744,3_merged_2495714,2,115-0-38,
b_1267758,10155,0,Canal Street via Tullis Drive and Walmart,46744,3_merged_2495714,2,115-0-39,
b_1267517,10134,0,Canal Street via St. Bernard Avenue,46664,2_merged_2495715,2,51-0-26,
b_1267518,10134,0,Canal Street via St. Bernard Avenue,46664,2_merged_2495715,2,51-0-27,
b_1267517,10134,0,Canal Street via St. Bernard Avenue,46664,2_merged_2495715,2,51-0-28,
b_1267518,10134,0,Canal Street via St. Bernard Avenue,46664,2_merged_2495715,2,51-0-29,
b_1267517,10134,0,Canal Street via St. Bernard Avenue,46664,2_merged_2495715,2,51-0-30,
b_1267518,10134,0,Canal Street via St. Bernard Avenue,46664,2_merged_2495715,2,51-0-31,
b_1267517,10134,0,Canal Street via St. Bernard Avenue,46664,2_merged_2495715,2,51-0-32,
b_1267518,10134,0,Canal Street via St. Bernard Avenue,46664,2_merged_2495715,2,51-0-33,
b_1267517,10134,0,Canal Street via St. Bernard Avenue,46664,2_merged_2495715,2,51-0-34,
b_1267518,10134,0,Canal Street via St. Bernard Avenue,46664,2_merged_2495715,2,51-0-35,
b_1267462,10131,0,Harrah's Casino and Riverfront Streetcar,46644,1_merged_2495713,1,47-0-97,
b_1267480,10132,1,City Park and Museum of Art,46653,3_merged_2495714,1,48-1-137,
b_1267510,10133,0,French Market via Canal Street,46657,2_merged_2495715,1,49-0-80,
b_1267509,10133,0,French Market via Canal Street,46657,2_merged_2495715,1,49-0-81,
b_1267510,10133,0,French Market via Canal Street,46657,2_merged_2495715,1,49-0-82,
b_1267509,10133,0,French Market via Canal Street,46657,2_merged_2495715,1,49-0-83,
b_1267510,10133,0,French Market via Canal Street,46657,2_merged_2495715,1,49-0-84,
b_1267509,10133,0,French Market via Canal Street,46657,2_merged_2495715,1,49-0-85,
b_1267509,10133,0,French Market via Canal Street,46657,2_merged_2495715,1,49-0-86,
b_1267509,10133,0,French Market via Canal Street,46657,2_merged_2495715,1,49-0-87,
b_1267509,10133,0,French Market via Canal Street,46657,2_merged_2495715,1,49-0-88,
b_1267510,10133,0,French Market via Canal Street,46657,2_merged_2495715,1,49-0-89,
b_1267503,10132,1,City Park and Museum of Art,46653,3_merged_2495714,1,48-1-138,
b_1267644,10145,0,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1_merged_2495713,2,88-0-73,
b_1267749,10154,0,Canal Street via General DeGaulle Drive,46737,3_merged_2495714,2,114-0-68,
b_1267483,10131,0,Harrah's Casino and Riverfront Streetcar,46643,3_merged_2495714,1,47-0-98,
b_1267485,10131,0,Harrah's Casino and Riverfront Streetcar,46643,3_merged_2495714,1,47-0-99,
b_1267481,10131,0,Harrah's Casino and Riverfront Streetcar,46643,3_merged_2495714,1,47-0-100,
b_1267484,10131,0,Harrah's Casino and Riverfront Streetcar,46643,3_merged_2495714,1,47-0-101,
b_1267483,10131,0,Harrah's Casino and Riverfront Streetcar,46643,3_merged_2495714,1,47-0-102,
b_1267485,10131,0,Harrah's Casino and Riverfront Streetcar,46643,3_merged_2495714,1,47-0-103,
a_1263733,9860,1,Michoud Blvd. via Dillard University & Chef Menteur Highway,45569,1_merged_2495708,2,94-1-92,
b_1267484,10131,0,Harrah's Casino and Riverfront Streetcar,46643,3_merged_2495714,1,47-0-104,
b_1267483,10131,0,Harrah's Casino and Riverfront Streetcar,46643,3_merged_2495714,1,47-0-105,
b_1267485,10131,0,Harrah's Casino and Riverfront Streetcar,46643,3_merged_2495714,1,47-0-106,
b_1267646,10145,0,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1_merged_2495713,2,88-0-74,
a_1263807,9869,0,Canal Street Ferry Terminal,45607,2_merged_2495710,0,1-0-42,
a_1263807,9869,0,Canal Street Ferry Terminal,45607,2_merged_2495710,0,1-0-43,
a_1263816,9839,1,S. Carrollton Avenue via Poydras Street and Superdome,45492,3_merged_2495709,2,16-1-48,
a_1263807,9869,0,Canal Street Ferry Terminal,45607,2_merged_2495710,0,1-0-44,
a_1263807,9869,0,Canal Street Ferry Terminal,45607,2_merged_2495710,0,1-0-45,
a_1263807,9869,0,Canal Street Ferry Terminal,45607,2_merged_2495710,0,1-0-46,
a_1263807,9869,0,Canal Street Ferry Terminal,45607,2_merged_2495710,0,1-0-47,
a_1263807,9869,0,Canal Street Ferry Terminal,45607,2_merged_2495710,0,1-0-48,
b_1267550,10137,0,Canal Street via UNO Lakefront Arena and St. Claude Ave.,46676,2_merged_2495715,2,57-0-68,
a_1263807,9869,0,Canal Street Ferry Terminal,45607,2_merged_2495710,0,1-0-49,
a_1263807,9869,0,Canal Street Ferry Terminal,45607,2_merged_2495710,0,1-0-50,
a_1263816,9839,1,S. Carrollton Avenue via Poydras Street and Superdome,45492,3_merged_2495709,2,16-1-49,
a_1263816,9839,1,S. Carrollton Avenue via Poydras Street and Superdome,45492,3_merged_2495709,2,16-1-50,
b_1267551,10137,0,Canal Street via UNO Lakefront Arena and St. Claude Ave.,46676,2_merged_2495715,2,57-0-69,
b_1267370,10123,0,Canal Street via Garden District,46617,2_merged_2495715,1,12-0-281,
b_1267550,10137,0,Canal Street via UNO Lakefront Arena and St. Claude Ave.,46676,2_merged_2495715,2,57-0-70,
a_1263461,9832,0,Gayoso Street (Regional Transit Authority),45468,3_merged_2495709,1,47-0-107,
b_1267551,10137,0,Canal Street via UNO Lakefront Arena and St. Claude Ave.,46676,2_merged_2495715,2,57-0-71,
b_1267308,10118,0,Canal Street Ferry Terminal,46605,6_merged_2495717,0,1-0-51,
b_1267420,10126,0,Tchoupitoulas St. via Washington Ave. and Xavier University,46628,1_merged_2495713,2,27-0-57,
b_1267594,10142,1,To Walmart at Bullard Avenue via Crowder Blvd. and Read Blvd.,46701,1_merged_2495713,2,65-1-42,
a_1263460,9832,0,Harrah's Casino and Riverfront Streetcar,45466,3_merged_2495709,1,47-0-108,
a_1263534,9837,1,S. Claiborne Avenue via Garden District,45485,3_merged_2495709,1,12-1-322,
a_1263528,9837,1,S. Claiborne Avenue via Garden District,45485,3_merged_2495709,1,12-1-323,
a_1263731,9860,1,Michoud Blvd. via Dillard University & Chef Menteur Highway,45569,1_merged_2495708,2,94-1-93,
b_1267595,10142,1,To Walmart at Bullard Avenue via Crowder Blvd. and Read Blvd.,46701,1_merged_2495713,2,65-1-43,
a_1263532,9837,1,S. Claiborne Avenue via Garden District,45485,3_merged_2495709,1,12-1-324,
a_1263535,9837,1,S. Claiborne Avenue via Garden District,45485,3_merged_2495709,1,12-1-325,
a_1263526,9837,1,S. Claiborne Avenue via Garden District,45485,3_merged_2495709,1,12-1-326,
a_1263533,9837,1,S. Claiborne Avenue via Garden District,45485,3_merged_2495709,1,12-1-327,
a_1263530,9837,1,S. Claiborne Avenue via Garden District,45485,3_merged_2495709,1,12-1-328,
a_1263529,9837,1,S. Claiborne Avenue via Garden District,45485,3_merged_2495709,1,12-1-329,
a_1263536,9837,1,S. Claiborne Avenue via Garden District,45488,3_merged_2495709,1,12-1-330,
a_1263525,9837,1,S. Claiborne Avenue via Garden District,45485,3_merged_2495709,1,12-1-331,
b_1267591,10142,1,To Walmart at Bullard Avenue via Crowder Blvd. and Read Blvd.,46701,1_merged_2495713,2,65-1-44,
b_1267592,10142,1,Expedition via New Orleans East Walmart and Crowder Blvd. and Read Blvd.,46700,1_merged_2495713,2,65-1-45,
b_1267586,10142,1,Expedition via New Orleans East Walmart and Crowder Blvd. and Read Blvd.,46700,1_merged_2495713,2,65-1-46,
a_1263727,9860,1,Michoud Blvd. via Dillard University & Chef Menteur Highway,45569,1_merged_2495708,2,94-1-94,
b_1267595,10142,1,To Walmart at Bullard Avenue via Crowder Blvd. and Read Blvd.,46701,1_merged_2495713,2,65-1-47,
b_1267453,10129,0,Canal Street via S. Carrollton Ave. and Xavier University,46637,3_merged_2495714,2,39-0-109,
b_1267593,10142,1,To Walmart at Bullard Avenue via Crowder Blvd. and Read Blvd.,46701,1_merged_2495713,2,65-1-48,
b_1267408,10124,1,Broadway via Loyola and Tulane Universities,46625,3_merged_2495714,2,15-1-16,
a_1263461,9832,0,Harrah's Casino and Riverfront Streetcar,45466,3_merged_2495709,1,47-0-109,
b_1267363,10123,1,S. Claiborne Avenue via Garden District,46620,2_merged_2495715,1,12-1-332,
b_1267374,10123,1,S. Claiborne Avenue via Garden District,46620,2_merged_2495715,1,12-1-333,
b_1267364,10123,1,S. Claiborne Avenue via Garden District,46620,2_merged_2495715,1,12-1-334,
b_1267370,10123,1,S. Claiborne Avenue via Garden District,46620,2_merged_2495715,1,12-1-335,
b_1267365,10123,1,S. Claiborne Avenue via Garden District,46620,2_merged_2495715,1,12-1-336,
b_1267371,10123,1,S. Claiborne Avenue via Garden District,46620,2_merged_2495715,1,12-1-337,
b_1267366,10123,1,S. Claiborne Avenue via Garden District,46620,2_merged_2495715,1,12-1-338,
b_1267367,10123,1,S. Claiborne Avenue via Garden District,46620,2_merged_2495715,1,12-1-339,
b_1267362,10123,1,S. Claiborne Avenue via Garden District,46620,2_merged_2495715,1,12-1-340,
b_1267368,10123,1,S. Claiborne Avenue via Garden District,46620,2_merged_2495715,1,12-1-341,
a_1263853,9867,1,"Algiers: Bennett St. and Berkley Dr. via Tullis Dr., Walmart & UPT",45600,1_merged_2495708,2,115-1-51,
a_1263854,9867,1,"Algiers: Bennett St. and Berkley Dr. via Tullis Dr., Walmart & UPT",45600,1_merged_2495708,2,115-1-52,
a_1263853,9867,1,"Algiers: Bennett St. and Berkley Dr. via Tullis Dr., Walmart & UPT",45600,1_merged_2495708,2,115-1-53,
a_1263854,9867,1,"Algiers: Bennett St. and Berkley Dr. via Tullis Dr., Walmart & UPT",45600,1_merged_2495708,2,115-1-54,
a_1263853,9867,1,"Algiers: Bennett St. and Berkley Dr. via Tullis Dr., Walmart & UPT",45600,1_merged_2495708,2,115-1-55,
a_1263854,9867,1,"Algiers: Bennett St. and Berkley Dr. via Tullis Dr., Walmart & UPT",45600,1_merged_2495708,2,115-1-56,
a_1263853,9867,1,"Algiers: Bennett St. and Berkley Dr. via Tullis Dr., Walmart & UPT",45600,1_merged_2495708,2,115-1-57,
a_1263854,9867,1,"Algiers: Bennett St. and Berkley Dr. via Tullis Dr., Walmart & UPT",45600,1_merged_2495708,2,115-1-58,
a_1263853,9867,0,Canal Street via Tullis Drive and Walmart,45597,1_merged_2495708,2,115-0-40,
a_1263854,9867,1,"Algiers: Bennett St. and Berkley Dr. via Tullis Dr., Walmart & UPT",45600,1_merged_2495708,2,115-1-59,
b_1267334,10122,0,Canal Street via World War II Museum,46615,1_merged_2495713,2,11-0-100,
b_1267338,10122,0,Canal Street via World War II Museum,46615,1_merged_2495713,2,11-0-101,
b_1267459,10130,1,Cemeteries via Canal Blvd. and Veterans Blvd.,46642,2_merged_2495715,2,45-1-13,
b_1267459,10130,1,Cemeteries via Canal Blvd. and Veterans Blvd.,46642,2_merged_2495715,2,45-1-14,
b_1267344,10122,0,Canal Street via World War II Museum,46615,3_merged_2495714,2,11-0-102,
b_1267342,10122,0,Canal Street via World War II Museum,46615,3_merged_2495714,2,11-0-103,
b_1267342,10122,0,Canal Street via World War II Museum,46615,3_merged_2495714,2,11-0-104,
b_1267334,10122,0,Canal Street via World War II Museum,46615,1_merged_2495713,2,11-0-105,
b_1267459,10130,1,Cemeteries via Canal Blvd. and Veterans Blvd.,46642,2_merged_2495715,2,45-1-15,
b_1267344,10122,0,Canal Street via World War II Museum,46615,3_merged_2495714,2,11-0-106,
b_1267343,10122,0,Canal Street via World War II Museum,46615,3_merged_2495714,2,11-0-107,
b_1267342,10122,0,Canal Street via World War II Museum,46615,3_merged_2495714,2,11-0-108,
b_1267338,10122,0,Canal Street via World War II Museum,46615,1_merged_2495713,2,11-0-109,
b_1267459,10130,1,Cemeteries via Canal Blvd. and Veterans Blvd.,46642,2_merged_2495715,2,45-1-16,
b_1267645,10145,1,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1_merged_2495713,2,88-1-107,
a_1263459,9832,0,Gayoso Street (Regional Transit Authority),45468,3_merged_2495709,1,47-0-110,
b_1267644,10145,1,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1_merged_2495713,2,88-1-108,
b_1267534,10136,0,Canal Street via French Quarter,46672,1_merged_2495713,2,55-0-56,
a_1263457,9832,0,Harrah's Casino and Riverfront Streetcar,45466,3_merged_2495709,1,47-0-111,
a_1263556,9838,1,Broadway via Loyola and Tulane Universities,45490,2_merged_2495710,2,15-1-17,
a_1263721,9859,0,Walmart at Tchoupitoulas St. via Delgado College and Canal St.,45562,2_merged_2495710,2,91-0-45,
a_1263722,9859,0,Walmart at Tchoupitoulas St. via Delgado College and Canal St.,45562,2_merged_2495710,2,91-0-46,
a_1263721,9859,0,Walmart at Tchoupitoulas St. via Delgado College and Canal St.,45562,2_merged_2495710,2,91-0-47,
a_1263722,9859,0,Walmart at Tchoupitoulas St. via Delgado College and Canal St.,45562,2_merged_2495710,2,91-0-48,
a_1263721,9859,0,Walmart at Tchoupitoulas St. via Delgado College and Canal St.,45562,2_merged_2495710,2,91-0-49,
a_1263722,9859,0,Walmart at Tchoupitoulas St. via Delgado College and Canal St.,45562,2_merged_2495710,2,91-0-50,
a_1263721,9859,0,Walmart at Tchoupitoulas St. via Delgado College and Canal St.,45562,2_merged_2495710,2,91-0-51,
a_1263722,9859,0,Walmart at Tchoupitoulas St. via Delgado College and Canal St.,45562,2_merged_2495710,2,91-0-52,
a_1263721,9859,0,Walmart at Tchoupitoulas St. via Delgado College and Canal St.,45562,2_merged_2495710,2,91-0-53,
a_1263722,9859,0,Walmart at Tchoupitoulas St. via Delgado College and Canal St.,45562,2_merged_2495710,2,91-0-54,
a_1263621,9848,0,Canal Street via St. Anthony Avenue,45524,1_merged_2495708,2,52-0-62,
a_1263621,9848,0,Canal Street via St. Anthony Avenue,45524,1_merged_2495708,2,52-0-63,
a_1263445,9832,1,Cemeteries,45469,1_merged_2495708,1,47-1-191,
a_1263449,9832,1,Cemeteries,45469,1_merged_2495708,1,47-1-192,
a_1263448,9832,1,Cemeteries,45469,1_merged_2495708,1,47-1-193,
a_1263447,9832,1,Cemeteries,45469,1_merged_2495708,1,47-1-194,
a_1263621,9848,0,Canal Street via St. Anthony Avenue,45524,1_merged_2495708,2,52-0-64,
a_1263621,9848,0,Canal Street via St. Anthony Avenue,45524,1_merged_2495708,2,52-0-65,
a_1263622,9848,0,Canal Street via St. Anthony Avenue,45524,1_merged_2495708,2,52-0-66,
a_1263621,9848,0,Canal Street via St. Anthony Avenue,45524,1_merged_2495708,2,52-0-67,
b_1267360,10123,0,Canal Street via Garden District,46617,1_merged_2495713,1,12-0-282,
a_1263445,9832,1,Cemeteries,45469,1_merged_2495708,1,47-1-195,
a_1263449,9832,1,Cemeteries,45469,1_merged_2495708,1,47-1-196,
a_1263876,9870,1,UPT (AMTRAK) via Canal Street,45614,3_merged_2495709,1,49-1-96,
a_1263875,9870,1,UPT (AMTRAK) via Canal Street,45614,3_merged_2495709,1,49-1-97,
a_1263876,9870,1,UPT (AMTRAK) via Canal Street,45614,3_merged_2495709,1,49-1-98,
a_1263875,9870,1,UPT (AMTRAK) via Canal Street,45614,3_merged_2495709,1,49-1-99,
a_1263876,9870,1,UPT (AMTRAK) via Canal Street,45614,3_merged_2495709,1,49-1-100,
a_1263875,9870,1,UPT (AMTRAK) via Canal Street,45614,3_merged_2495709,1,49-1-101,
a_1263876,9870,1,UPT (AMTRAK) via Canal Street,45614,3_merged_2495709,1,49-1-102,
a_1263875,9870,1,UPT (AMTRAK) via Canal Street,45614,3_merged_2495709,1,49-1-103,
b_1267349,10123,0,Canal Street via Garden District,46617,1_merged_2495713,1,12-0-283,
b_1267646,10145,1,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1_merged_2495713,2,88-1-109,
a_1263876,9870,1,UPT (AMTRAK) via Canal Street,45615,3_merged_2495709,1,49-1-104,
a_1263875,9870,1,UPT (AMTRAK) via Canal Street,45615,3_merged_2495709,1,49-1-105,
a_1263606,9845,0,Harrah's Casino and Riverfront Streetcar,45508,2_merged_2495710,1,48-0-106,
a_1263450,9845,0,Harrah's Casino and Riverfront Streetcar,45508,2_merged_2495710,1,48-0-107,
a_1263452,9845,0,Harrah's Casino and Riverfront Streetcar,45508,2_merged_2495710,1,48-0-108,
a_1263605,9845,0,Harrah's Casino and Riverfront Streetcar,45508,2_merged_2495710,1,48-0-109,
a_1263606,9845,0,Harrah's Casino and Riverfront Streetcar,45508,2_merged_2495710,1,48-0-110,
a_1263450,9845,0,Harrah's Casino and Riverfront Streetcar,45508,2_merged_2495710,1,48-0-111,
a_1263452,9845,0,Harrah's Casino and Riverfront Streetcar,45508,2_merged_2495710,1,48-0-112,
a_1263605,9845,0,Harrah's Casino and Riverfront Streetcar,45508,2_merged_2495710,1,48-0-113,
a_1263452,9845,0,Harrah's Casino and Riverfront Streetcar,45508,2_merged_2495710,1,48-0-114,
a_1263605,9845,0,Harrah's Casino and Riverfront Streetcar,45508,2_merged_2495710,1,48-0-115,
a_1263461,9832,1,Cemeteries,45469,3_merged_2495709,1,47-1-197,
a_1263460,9832,1,Cemeteries,45469,3_merged_2495709,1,47-1-198,
b_1267646,10145,1,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1_merged_2495713,2,88-1-110,
b_1267645,10145,1,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1_merged_2495713,2,88-1-111,
b_1267644,10145,1,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1_merged_2495713,2,88-1-112,
a_1263457,9832,1,Cemeteries,45469,3_merged_2495709,1,47-1-199,
b_1267646,10145,1,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1_merged_2495713,2,88-1-113,
b_1267645,10145,1,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1_merged_2495713,2,88-1-114,
b_1267644,10145,1,Jackson Barracks via St. Claude Ave. and Lower 9th Ward,46707,1_merged_2495713,2,88-1-115,
b_1267645,10145,0,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1_merged_2495713,2,88-0-75,
b_1267646,10145,0,Canal St. via St. Claude Ave. and Lower 9th Ward,46706,1_merged_2495713,2,88-0-76,
a_1263482,9835,0,Canal Street via French Quarter,45476,4,2,55-0-57,
b_1267418,10126,0,Tchoupitoulas St. via Washington Ave. and Xavier University,46628,1_merged_2495713,2,27-0-58,
b_1267827,10153,0,Canal St. Ferry/Algiers Point via Wilty Terminal & MacArthur Blvd.,46731,2_merged_2495715,2,108-0-18,
b_1267827,10153,0,Canal St. Ferry/Algiers Point via Wilty Terminal & MacArthur Blvd.,46731,2_merged_2495715,2,108-0-19,
b_1267827,10153,0,Canal St. Ferry/Algiers Point via Wilty Terminal & MacArthur Blvd.,46731,2_merged_2495715,2,108-0-20,
b_1267498,10132,1,City Park and Museum of Art,46653,1_merged_2495713,1,48-1-139,
a_1263460,9832,1,Cemeteries,45469,3_merged_2495709,1,47-1-200,
b_1267827,10153,1,Bennett St. & Berkely Dr. via Wilty Terminal and MacArthur Blvd.,46734,2_merged_2495715,2,108-1-26,
b_1267827,10153,1,Bennett St. & Berkely Dr. via Wilty Terminal and MacArthur Blvd.,46734,2_merged_2495715,2,108-1-27,
b_1267498,10132,1,City Park and Museum of Art,46653,1_merged_2495713,1,48-1-140,
